"dog_id","survey_year","mm_jr_date","mm_jr_location","mm_jr_location_description","mm_jr_number_practice_jog_trials","mm_jr_jog_trial_1_outcome","mm_jr_jog_trial_1_time_seconds","mm_jr_jog_trial_1_problems","mm_jr_jog_trial_2_outcome","mm_jr_jog_trial_2_time_seconds","mm_jr_jog_trial_2_problems","mm_jr_jog_trial_3_outcome","mm_jr_jog_trial_3_time_seconds","mm_jr_jog_trial_3_problems","mm_jr_jog_trials_motivation_treat","mm_jr_jog_trials_motivation_toy","mm_jr_jog_trials_motivation_verbal","mm_jr_jog_trials_motivation_clapping","mm_jr_jog_trials_motivation_none","mm_jr_jog_trials_motivation_other","mm_jr_jog_trials_motivation_other_description","mm_jr_number_practice_run_trials","mm_jr_run_trial_1_outcome","mm_jr_run_trial_1_time_seconds","mm_jr_run_trial_1_problems","mm_jr_run_trial_2_outcome","mm_jr_run_trial_2_time_seconds","mm_jr_run_trial_2_problems","mm_jr_run_trial_3_outcome","mm_jr_run_trial_3_time_seconds","mm_jr_run_trial_3_problems","mm_jr_run_trials_motivation_treat","mm_jr_run_trials_motivation_toy","mm_jr_run_trials_motivation_verbal","mm_jr_run_trials_motivation_clapping","mm_jr_run_trials_motivation_none","mm_jr_run_trials_motivation_other","mm_jr_run_trials_motivation_other_description"
33357,"annual_2022","2022-07-19",0,"a drive way front of the house, gravel",3,1,"6.95",NA,1,"7.14",NA,1,"6.99",NA,0,0,1,0,0,0,NA,3,1,"4.26",NA,1,"3.28",NA,1,"3.34",NA,1,0,0,0,0,0,NA
33357,"annual_2023","2023-04-22",1,"In my driveway, gravels",1,1,"5.84",NA,1,"6.24",NA,1,"6.70",NA,0,0,1,0,0,0,NA,2,1,"2.56",NA,1,"2.43",NA,1,"2.33",NA,1,0,0,0,0,0,NA
33417,"annual_2023","2023-05-13",0,"in my yard on turf",1,1,"3.83",NA,1,"4.28",NA,1,"4.26",NA,1,0,0,0,0,0,NA,1,1,"1.73",NA,1,"1.86",NA,1,"1.65",NA,0,1,0,0,0,0,NA
33748,"annual_2023","2023-05-27",0,"in my yard",3,1,"4.77",NA,1,"5.07",NA,1,"4.94",NA,0,0,1,0,0,0,NA,3,1,"2.57",NA,1,"2.72",NA,1,"2.03",NA,1,0,0,0,0,0,NA
33858,"annual_2023","2023-05-15",0,"pavers - covered lanai",3,1,"2.37",NA,1,"2.70",NA,1,"2.51",NA,1,0,0,0,0,0,NA,2,1,"1.84",NA,1,"1.97",NA,1,"1.84",NA,1,0,0,0,0,0,NA
33950,"annual_2023","2023-05-21",0,"Turf football field at the park",4,1,"3.30",NA,1,"3.43",NA,1,"3.55",NA,1,0,0,0,0,0,NA,3,1,"3.86",NA,1,"3.30",NA,1,"3.13",NA,1,0,0,0,0,0,NA
33975,"annual_2022","2022-07-02",0,"grass in my back yard",3,1,"4.34",NA,1,"3.96",NA,1,"4.33",NA,1,0,1,0,0,0,NA,2,1,"3.40",NA,1,"3.39",NA,1,"4.56",NA,1,0,1,0,0,0,NA
33975,"annual_2023","2023-04-13",1,"backyard lawn",3,1,"4.9",NA,1,"6.2",NA,1,"5.5",NA,0,0,0,0,1,0,NA,3,1,"5.38",NA,1,"5.23",NA,1,"4.22",NA,1,0,0,0,0,0,NA
33980,"annual_2023","2023-05-16",0,"outside in our yard, a section that runs along the shop building",3,1,"3.28",NA,1,"3.78",NA,1,"3.61",NA,1,0,0,0,0,0,NA,3,1,"1.77",NA,1,"1.54",NA,1,"1.25",NA,1,0,0,0,0,0,NA
34067,"annual_2023","2023-05-26",0,"Grass in my yard",3,0,NA,"Stopwatch did not stop timing. Approximate time was 2.65s",1,"2.56",NA,1,"2.58",NA,1,0,1,0,0,0,NA,3,1,"2.15",NA,1,"2.15",NA,0,NA,"Dog got distracted and was no longer interested.",0,0,1,1,0,0,NA
34071,"annual_2023","2023-05-06",1,"back yard, grass",3,1,"3.28",NA,1,"4.12",NA,1,"3.29",NA,1,0,1,1,0,0,NA,3,1,"3.28",NA,1,"2.07",NA,1,"2.85",NA,1,0,1,1,0,0,NA
34224,"annual_2023","2023-05-29",1,"In my backyard",3,1,"5.28",NA,1,"4.85",NA,1,"4.68",NA,0,0,1,0,0,0,NA,3,1,"2.31",NA,1,"2.31",NA,1,"2.39",NA,1,0,1,0,0,0,NA
34276,"annual_2023","2023-05-22",1,"my back yard, grass",1,1,"4.10",NA,1,"4.58",NA,1,"4.05",NA,0,0,1,0,0,0,NA,1,1,"3.03",NA,1,"3.53",NA,1,"2.71",NA,0,1,0,0,0,0,NA
34295,"annual_2023","2023-04-08",1,"in yard on dirt",2,1,"10.10",NA,1,"11.45",NA,1,"11.57",NA,1,0,0,1,0,0,NA,1,1,"6.07",NA,1,"5.45",NA,1,"7.31",NA,0,0,0,0,0,1,"He tends to chase skunks, so we used a realistic stuffed skunk."
34421,"annual_2022","2022-07-30",0,"Backyard",2,1,"03.81",NA,1,"03.89",NA,1,"03.41",NA,0,0,0,0,1,0,NA,1,1,"02.61",NA,1,"02.06",NA,1,"01.63",NA,0,1,0,0,0,0,NA
34486,"annual_2023","2023-05-02",0,"Inside the house in a wide, long hall",4,1,"6.84",NA,1,"6.06",NA,1,"7.09",NA,0,0,1,0,0,0,NA,3,1,"2.78",NA,1,"3.50",NA,1,"2.95",NA,1,0,0,0,0,0,NA
34588,"annual_2023","2023-05-05",0,"Concrete driveway",2,1,"5.36",NA,1,"4.97",NA,1,"4.98",NA,0,0,0,0,1,0,NA,3,1,"2.55",NA,1,"2.37",NA,1,"1.77",NA,1,0,0,0,0,0,NA
34666,"annual_2023","2023-05-12",1,"in my yard",1,1,"5.88",NA,1,"6.22",NA,1,"5.95",NA,0,0,0,0,1,0,NA,1,1,"2.98",NA,1,"2.72",NA,1,"2.71",NA,1,0,0,0,0,0,NA
35031,"annual_2023","2023-06-02",0,"Hallway with concrete flooring",3,1,"5.24",NA,1,"4.99",NA,1,"4.86",NA,1,0,0,0,0,0,NA,2,1,"4.48",NA,1,"4.11",NA,1,"3.91",NA,1,0,0,0,0,0,NA
35114,"annual_2022","2022-08-06",0,"backyard, backdoor to first oak. mulch/deck",3,1,"3.50",NA,1,"4.07",NA,1,"3.11",NA,0,0,1,0,0,0,NA,3,1,"2.65",NA,1,"2.76",NA,1,"3.06",NA,1,0,1,0,0,0,NA
35214,"annual_2023","2023-05-15",0,"In my yard on grass",4,1,"3.81",NA,1,"2.68",NA,1,"4.86",NA,0,0,1,0,0,0,NA,4,1,"3.30",NA,1,"3.20",NA,1,"3.13",NA,0,0,1,0,0,0,NA
35284,"annual_2023","2023-05-14",0,"my yard.  Grass",3,1,"4.31",NA,1,"4.42",NA,1,"4.45",NA,0,0,0,0,1,0,NA,1,1,"2.26",NA,1,"2.68",NA,1,"2.65",NA,0,0,1,0,0,0,NA
35375,"annual_2022","2022-07-23",0,"Front driveway, asphalt",4,1,"3.89",NA,1,"4.03",NA,1,"3.15",NA,1,0,0,0,0,0,NA,3,1,"2.3",NA,1,"2.4",NA,1,"2.42",NA,1,0,1,0,0,0,NA
35469,"annual_2023","2023-05-13",0,"in alley behind the house",2,1,"7.39",NA,1,"7.44",NA,1,"7.16",NA,0,0,1,0,0,0,NA,2,1,"3.1",NA,1,"2.90",NA,1,"2.94",NA,0,0,1,0,0,0,NA
35637,"annual_2022","2022-08-02",0,"concrete sidewalk",2,1,"3.85",NA,1,"3.67",NA,1,"3.07",NA,0,0,0,0,1,0,NA,2,1,"1.75",NA,1,"1.74",NA,1,"1.68",NA,0,1,0,0,0,0,NA
35787,"annual_2023","2023-05-02",0,"in grandma's yard. it's grass",1,1,"6.28",NA,1,"5.62",NA,1,"5.18",NA,1,0,0,0,0,0,NA,1,1,"3.96",NA,1,"3.48",NA,1,"3.52",NA,1,0,1,0,0,0,NA
35824,"annual_2023","2023-05-21",0,"home driveway",4,1,"4.16",NA,1,"4.00",NA,1,"3.62",NA,0,0,0,0,1,0,NA,3,1,"2.09",NA,1,"2.10",NA,1,"1.87",NA,1,0,0,0,0,0,NA
35915,"annual_2023","2023-05-08",0,"in my yard",1,1,"5.46",NA,1,"5.56",NA,1,"5.75",NA,0,0,1,0,0,0,NA,4,1,"2.9",NA,1,"3.07",NA,1,"3",NA,1,0,0,0,0,0,NA
36007,"annual_2023","2023-04-11",1,"Sidewalk in front of our house",1,1,"4.45",NA,1,"3.38",NA,1,"3.51",NA,0,0,0,0,1,0,NA,1,1,"1.95",NA,1,"2.15",NA,1,"2.05",NA,0,0,1,0,0,0,NA
36074,"annual_2023","2023-05-18",0,"yard, grass, pea gravel",3,1,"9.29",NA,1,"8.56",NA,1,"9.93",NA,1,0,1,0,0,0,NA,1,1,"4.50",NA,1,"4.20",NA,1,"3.80",NA,1,0,1,1,0,0,NA
36084,"annual_2023","2023-05-19",0,"Grass lawn",3,1,"4.19",NA,1,"4.38",NA,1,"3.91",NA,1,0,1,0,0,0,NA,3,1,"2.34",NA,1,"3.11",NA,1,"2.35",NA,1,0,1,0,0,0,NA
36088,"annual_2022","2022-07-17",1,"in my yard",1,1,"7.1",NA,1,"7.3",NA,1,"6.9",NA,0,0,1,1,0,0,NA,1,1,"5.1",NA,1,"4.9",NA,1,"5.2",NA,0,0,1,1,0,0,NA
36131,"annual_2023","2023-05-13",0,"In the driveway",3,1,"3.31",NA,1,"3.2",NA,1,"3.64",NA,0,0,1,0,0,0,NA,2,1,"3.44",NA,1,"3.56",NA,1,"2.67",NA,0,0,1,0,0,0,NA
36190,"annual_2023","2023-05-15",0,"Backyard on the grass.",3,1,"5.97",NA,1,"6.19",NA,1,"5.79",NA,0,0,1,0,0,0,NA,3,1,"3.01",NA,1,"2.81",NA,1,"3.31",NA,1,0,1,0,0,0,NA
36202,"annual_2023","2023-05-18",0,"flat grass yard",1,1,"3.6",NA,1,"3.81",NA,1,"3.9",NA,1,0,0,0,0,0,NA,2,1,"2.66",NA,1,"2.70",NA,1,"2.71",NA,1,0,0,0,0,0,NA
36267,"annual_2023","2023-04-23",0,"inside fenced yard at friend's house; on grass",3,1,"5.25",NA,1,"6.05",NA,1,"4.63",NA,1,0,1,0,0,0,NA,3,1,"1.48",NA,1,"1.55",NA,1,"1.52",NA,1,0,1,0,0,0,NA
36286,"annual_2023","2023-05-17",0,"Flat, grassy area in the back yard",1,1,"2.82",NA,1,"2.91",NA,1,"3.04",NA,1,0,1,0,0,0,NA,1,1,"2.14",NA,1,"1.84",NA,1,"2.21",NA,1,0,1,0,0,0,NA
36459,"annual_2022","2022-07-06",1,"Concrete",3,1,"4.2",NA,1,"4.21",NA,1,"4.74",NA,1,0,0,0,0,0,NA,1,1,"3.25",NA,0,NA,"She turned around halfway and ran back to handler",0,NA,"She was panting so I gave her a break and water",1,0,0,0,0,0,NA
36688,"annual_2023","2023-04-15",0,"Back grass",2,1,"4.84",NA,1,"4.84",NA,1,"5.03",NA,1,0,0,0,0,0,NA,2,0,NA,"Limping, unable to run",0,NA,"Deferred due to limp",0,NA,"Deferred due to limping",1,0,1,0,0,0,NA
36691,"annual_2023","2023-05-17",1,"in my yard on grass, weeds",3,1,"8.8",NA,1,"8.7",NA,1,"8.0",NA,0,0,1,0,0,0,NA,3,1,"3.35",NA,1,"3.05",NA,1,"3.35",NA,1,0,1,0,0,0,NA
36814,"annual_2023","2023-05-12",1,"In my friend Catherine's backyard",2,1,"5.35",NA,1,"5.51",NA,1,"5.21",NA,0,0,1,0,0,0,NA,3,0,NA,"She slowed down before the end because she got distracted",1,"3.86",NA,1,"3.80",NA,1,0,1,0,0,0,NA
36879,"annual_2022","2022-07-20",0,"In my side yard, grassy and flat.",3,1,"3.54",NA,1,"3.33",NA,1,"3.74",NA,0,0,0,0,1,0,NA,2,1,"1.70",NA,1,"1.91",NA,1,"1.69",NA,1,0,0,0,0,0,NA
36879,"annual_2023","2023-04-23",1,"side yard, grass",3,1,"3.39",NA,1,"3.71",NA,1,"3.26",NA,0,0,0,0,1,0,NA,1,1,"1.87",NA,1,"1.71",NA,1,"1.80",NA,1,0,0,0,0,0,NA
36960,"annual_2023","2023-04-16",1,"in my yard, grass",1,1,"4.07",NA,1,"3.73",NA,1,"3.65",NA,1,0,1,0,0,0,NA,1,1,"3.03",NA,1,"2.87",NA,1,"2.89",NA,1,0,1,0,0,0,NA
37012,"annual_2023","2023-04-19",0,"east side of house (grass)",2,1,"6.83",NA,1,"6.68",NA,1,"7.05",NA,0,0,1,0,0,0,NA,3,1,"3.08",NA,1,"3.48",NA,1,"2.73",NA,0,0,1,1,0,0,NA
37355,"annual_2023","2023-05-27",1,"from the couch to the front door",2,0,NA,"Bella made a detour into the kitchen instead of sticking with me to the finish line",1,"6.36",NA,1,"6.53",NA,1,0,1,0,0,0,NA,1,1,"2.99",NA,1,"3.07",NA,1,"2.85",NA,1,0,1,0,0,0,NA
37367,"annual_2022","2022-07-11",1,"Yard - grass",3,1,"4.53",NA,1,"5.01",NA,1,"5.05",NA,0,1,0,0,0,0,NA,2,1,"1.83",NA,1,"1.93",NA,1,"2.39",NA,0,1,0,0,0,0,NA
37535,"annual_2023","2023-04-16",0,"inside house, hardwood floor",1,1,"3.93",NA,1,"3.63",NA,1,"3.56",NA,1,0,0,0,0,0,NA,3,1,"1.97",NA,1,"1.82",NA,1,"1.75",NA,0,1,0,0,0,0,NA
37556,"annual_2023","2023-05-28",1,"In my yard",2,1,"5.41",NA,1,"5.40",NA,1,"5.41",NA,1,0,1,0,0,0,NA,3,1,"2.16",NA,1,"2.18",NA,1,"2.16",NA,1,0,1,0,0,0,NA
37731,"annual_2023","2023-05-24",1,"Inside my house on wood floor",2,1,"7.26",NA,1,"6.87",NA,1,"6.05",NA,0,0,1,0,0,0,NA,2,1,"3.59",NA,1,"3.64",NA,1,"3.32",NA,1,0,1,0,0,0,NA
37949,"annual_2023","2023-04-29",0,"in my yard grass",1,1,"4.5",NA,1,"4.5",NA,1,"4.6",NA,1,0,0,0,0,0,NA,1,1,"4.5",NA,1,"4.5",NA,1,"4.5",NA,1,0,0,0,0,0,NA
38017,"annual_2023","2023-05-02",0,"in my yard on grass",5,1,"3.85",NA,1,"4.26",NA,1,"3.68",NA,1,0,0,0,0,0,NA,4,1,"2.10",NA,1,"2.37",NA,1,"2.20",NA,1,0,1,0,0,0,NA
38195,"annual_2023","2023-05-08",0,"In my yard. Grass and dirt footing.",3,1,"5.56",NA,1,"5.01",NA,1,"5.32",NA,0,0,1,0,0,0,NA,2,1,"3.63",NA,1,"3.88",NA,1,"3.96",NA,1,0,0,0,0,0,NA
38493,"annual_2023","2023-05-08",0,"in my yard",2,1,"5.04",NA,1,"4.7",NA,1,"4.29",NA,0,0,0,0,1,0,NA,2,1,"2.63",NA,1,"2.47",NA,1,"2.16",NA,1,0,1,0,0,0,NA
39072,"annual_2023","2023-05-14",0,"concrete patio under deck, outside house.  in fenceed yard.",1,1,"5.12",NA,1,"4.77",NA,1,"5.06",NA,1,0,1,0,0,0,NA,1,1,"2.26",NA,1,"2.17",NA,1,"2.17",NA,1,0,1,0,0,0,NA
39165,"annual_2023","2023-04-16",0,"asphalt road",3,1,"5",NA,1,"5",NA,1,"5",NA,1,0,0,0,0,0,NA,3,1,"2.21",NA,1,"1.67",NA,1,"2.07",NA,1,0,0,0,0,0,NA
39193,"annual_2023","2023-05-26",0,"Hallway in house",3,0,NA,"He doesn't have a middle speed. He walks, or he runs. The only time he jogs is when playing fetch after he catches and is on the way back. He jogs, but also sniffs. With a reward (treat possible) he runs back.",0,NA,"Once the possibility of a treat became known, he ran.",0,NA,"Put him on leash, so he would keep pace with me, but I run much slower than he jogs.",1,1,1,0,0,0,NA,3,1,"1.92",NA,1,"1.89",NA,1,"1.95",NA,0,1,0,0,0,0,NA
39352,"annual_2022","2022-07-06",1,"home pool deck enclosure",2,1,"4.30",NA,1,"4.40",NA,0,NA,"our dog veered off a bit towards the end.",1,0,0,0,0,0,NA,4,1,"3.10",NA,1,"2.70",NA,1,"2.77",NA,1,0,0,0,0,0,NA
39352,"annual_2023","2023-04-30",0,"in a backyard with sandy soil and honestly a good bit of obstacles",2,1,"4.38",NA,1,"3.30",NA,1,"4.05",NA,1,0,1,0,0,0,NA,3,1,"2.63",NA,1,"3.55",NA,1,"2.90",NA,1,0,1,0,0,0,NA
39517,"annual_2023","2023-05-15",1,"At a local park (Highland Park)",1,1,"5.68",NA,1,"5.18",NA,0,NA,"She got distracted by my other dog",0,0,1,0,0,0,NA,2,1,"3.88",NA,1,"3.35",NA,1,"3.33",NA,0,0,1,0,0,0,NA
39527,"annual_2023","2023-05-19",1,"our yard on the grass",3,1,"4.71",NA,1,"4.86",NA,1,"4.89",NA,0,0,0,0,1,0,NA,2,1,"1.48",NA,1,"1.61",NA,1,"1.68",NA,0,1,0,0,0,0,NA
39543,"annual_2023","2023-06-05",0,"in my backyard along the side of the house",3,1,"4.60",NA,1,"4.85",NA,1,"5.25",NA,1,0,1,0,0,0,NA,1,1,"2.10",NA,1,"2.94",NA,1,"2.18",NA,1,0,1,0,0,0,NA
39567,"annual_2022","2022-07-07",1,"my backyard with grass",3,1,"6.96",NA,1,"7.58",NA,1,"7.37",NA,0,0,1,0,0,0,NA,2,1,"2.60",NA,1,"4.05",NA,1,"3.26",NA,0,1,1,1,0,0,NA
39735,"annual_2023","2023-05-09",0,"driveway",2,1,"4.49",NA,1,"3.67",NA,1,"4.53",NA,1,0,0,0,0,0,NA,1,1,"2.82",NA,1,"2.31",NA,1,"1.91",NA,1,0,1,0,0,0,NA
39746,"annual_2023","2023-04-30",0,"backyard, grass",3,1,"4.91",NA,1,"5.23",NA,1,"5.29",NA,0,0,1,0,0,0,NA,2,1,"1.77",NA,1,"1.61",NA,1,"1.61",NA,1,0,1,0,0,0,NA
39902,"annual_2023","2023-04-24",0,"Side yard of home.  Type of footing is pine straw over compacted dirt.",2,1,"2.15",NA,1,"2.20",NA,1,"2.35",NA,0,1,0,0,0,0,NA,1,1,"2.15",NA,1,"2.20",NA,1,"2.35",NA,0,1,0,0,0,0,NA
39923,"annual_2023","2023-04-18",0,"Quiet, level dirt road in front of our house.",2,1,"6.3",NA,1,"6.25",NA,1,"5.5",NA,1,0,0,0,0,0,NA,2,1,"6.3",NA,1,"6.25",NA,1,"5.5",NA,1,0,0,0,0,0,NA
40043,"annual_2023","2023-05-02",1,"At park",3,1,"11",NA,1,"10.4",NA,1,"10.6",NA,0,0,1,0,0,0,NA,1,0,NA,"Tool old",0,NA,"Old dog",0,NA,"Almost 14 years",0,0,0,0,1,0,NA
40075,"annual_2023","2023-05-21",1,"Neighbors yard",2,1,"5.72",NA,1,"6.05",NA,1,"5.73",NA,0,0,1,0,0,0,NA,2,1,"1.99",NA,1,"2.28",NA,1,"2.13",NA,0,1,0,0,0,0,NA
40166,"annual_2023","2023-05-04",0,"My yard with grass",3,1,"6.50",NA,1,"6.80",NA,1,"5.80",NA,0,0,1,0,0,0,NA,3,1,"3.93",NA,1,"3.11",NA,1,"3.23",NA,1,0,1,0,0,0,NA
40204,"annual_2022","2022-07-19",0,"Dog club foam flooring",2,1,"4.92",NA,1,"4.51",NA,1,"4.75",NA,0,0,0,0,1,0,NA,2,1,"2.07",NA,1,"1.94",NA,1,"2.02",NA,1,0,1,0,0,0,NA
40321,"annual_2023","2023-05-07",0,"Travertine",3,1,"623",NA,1,"567",NA,1,"515",NA,1,0,0,0,0,0,NA,2,1,"623",NA,1,"567",NA,1,"515",NA,1,0,1,0,0,0,NA
40356,"annual_2023","2023-04-23",0,"flat grassy spot behind my friend's house",2,1,"7.58",NA,1,"5.75",NA,1,"5.75",NA,0,0,0,0,1,0,NA,2,1,"7.58",NA,1,"5.75",NA,1,"5.75",NA,0,0,0,0,1,0,NA
40371,"annual_2023","2023-05-24",0,"Grass in front yard",3,1,"5.21",NA,1,"4.87",NA,1,"4.11",NA,1,0,0,0,0,0,NA,2,1,"2.71",NA,1,"2.24",NA,0,NA,"Got distracted",1,0,0,0,0,0,NA
40480,"annual_2023","2023-05-14",1,"back yeard, grass",3,1,"4.47",NA,1,"4.19",NA,1,"4.30",NA,0,0,1,0,0,0,NA,3,1,"3.12",NA,1,"3.27",NA,1,"3.14",NA,1,0,0,0,0,0,NA
40592,"annual_2023","2023-04-14",0,"Yard grass footimg",3,1,"1.97",NA,1,"2.12",NA,1,"2.02",NA,1,0,0,0,0,0,NA,3,1,"1.87",NA,1,"1.97",NA,1,"2.00",NA,1,0,0,0,0,0,NA
40707,"annual_2023","2023-05-03",0,"asphalt front driveway",3,1,"3.68",NA,1,"3.75",NA,1,"4.01",NA,1,0,0,0,0,0,NA,1,1,"2.13",NA,1,"2.17",NA,1,"2.11",NA,1,0,1,0,0,0,NA
40711,"annual_2023","2023-05-15",0,"Backyard by steps",3,1,"2.53",NA,1,"2.51",NA,1,"2.55",NA,0,0,1,0,0,0,NA,3,1,"1.68",NA,1,"1.59",NA,1,"1.66",NA,1,0,0,0,0,0,NA
40744,"annual_2023","2023-05-18",0,"Backyard brick walkway",3,1,"5.42",NA,1,"5.12",NA,1,"5.57",NA,1,0,1,1,0,0,NA,3,1,"5.42",NA,1,"5.12",NA,1,"5.57",NA,1,0,1,1,0,0,NA
40750,"annual_2023","2023-05-13",0,"in the yard - grass",2,1,"4.68",NA,1,"4.63",NA,1,"4.34",NA,1,0,0,0,0,0,NA,2,1,"2.45",NA,1,"2.35",NA,0,NA,"stopped watch early by accident",1,0,0,0,0,0,NA
40859,"annual_2022","2022-07-14",0,"sidewalk in front of my house and concrete",4,1,"5.04",NA,1,"5.57",NA,1,"5.24",NA,1,0,1,0,0,0,NA,3,1,"2.45",NA,1,"2.23",NA,1,"2.39",NA,1,0,1,0,0,0,NA
40859,"annual_2023","2023-04-24",1,"concrets sidewalk in our front yard",3,1,"5.20",NA,1,"4.81",NA,1,"5.03",NA,1,0,1,0,0,0,NA,2,1,"2.52",NA,1,"2.13",NA,1,"1.95",NA,1,0,1,0,0,0,NA
40866,"annual_2023","2023-04-30",0,"cul de sac, asphalt",3,1,"5.25",NA,1,"3.56",NA,1,"4.71",NA,1,0,1,0,0,0,NA,3,1,"2.04",NA,1,"2.76",NA,1,"2.60",NA,1,0,1,0,0,0,NA
40975,"annual_2023","2023-05-14",0,"Driveway Ridgefield",1,1,"4.55",NA,1,"4.88",NA,1,"4.93",NA,0,0,1,0,0,0,NA,1,1,"3.35",NA,0,NA,"Hot and distracted",0,NA,"Hot and distracted",0,0,1,0,0,0,NA
41099,"annual_2023","2023-05-03",0,"Inside my back yard",3,1,"5.2",NA,1,"5.92",NA,1,"4.52",NA,0,0,1,0,0,0,NA,3,1,"2.52",NA,1,"1.96",NA,1,"2.06",NA,1,0,1,0,0,0,NA
41125,"annual_2022","2022-07-06",0,"in my backyard",2,1,"5.05",NA,1,"5.30",NA,1,"5.23",NA,1,0,0,0,0,0,NA,2,1,"1.80",NA,1,"1.98",NA,1,"2.08",NA,1,0,0,0,0,0,NA
41125,"annual_2023","2023-05-11",1,"in my backyard, grass",3,1,"55.6",NA,1,"4.8",NA,1,"4.9",NA,1,0,1,0,0,0,NA,3,1,"2.0",NA,1,"1.8",NA,1,"1.9",NA,1,0,1,0,0,0,NA
41323,"annual_2023","2023-05-29",0,"In my yard diagonally",3,1,"4.52",NA,1,"4.30",NA,1,"4.15",NA,1,0,0,0,0,0,NA,3,1,"3.02",NA,1,"3.21",NA,1,"3.16",NA,1,0,0,0,0,0,NA
41468,"annual_2023","2023-05-02",0,"outside in my back yard on grass, mostly level and flat",3,1,"5.23",NA,1,"5.72",NA,0,NA,"I messed up the timer on my smart phone",1,0,0,0,0,0,NA,3,1,"2.66",NA,1,"2.45",NA,1,"2.53",NA,1,0,0,0,0,0,NA
41760,"annual_2022","2022-07-17",1,"back alley (fenced) concrete",3,1,"4.01",NA,1,"3.95",NA,1,"4.35",NA,1,0,1,0,0,0,NA,3,1,"1.92",NA,1,"1.96",NA,1,"2.01",NA,1,0,1,0,0,0,NA
41760,"annual_2023","2023-05-15",1,"in alley behind house, concrete",2,1,"4.66",NA,1,"4.69",NA,1,"4.29",NA,1,0,1,0,0,0,NA,2,1,"3.17",NA,1,"3.05",NA,1,"2.88",NA,1,0,1,0,0,0,NA
41769,"annual_2023","2023-05-03",0,"concrete slab behind the local post office",3,1,"5.60",NA,1,"6.50",NA,1,"6.20",NA,1,0,1,0,0,0,NA,3,1,"6.60",NA,1,"6.30",NA,1,"6.80",NA,1,0,1,1,0,0,NA
41770,"annual_2023","2023-05-16",0,"A sidewalk next to our home",2,1,"10.5",NA,0,NA,"Duke has bone spurs in his back and his back started to hurt and he laid down.",0,NA,"see above",1,0,0,0,0,0,NA,1,0,NA,"See previous. Duke back started hurting.",0,NA,"See above",0,NA,"See above",1,0,0,0,0,0,NA
41832,"annual_2023","2023-05-03",0,"Fenced back yard, very slight slope, grass",2,1,"7.11",NA,1,"6.18",NA,1,"6.22",NA,1,0,0,0,0,0,NA,1,1,"2.45",NA,1,"2.45",NA,1,"2.54",NA,1,0,0,0,0,0,NA
41861,"annual_2023","2023-04-17",1,"in my yard; synthetic turf",1,1,"3.91",NA,1,"4.63",NA,1,"4.03",NA,1,0,1,0,0,0,NA,1,1,"2.73",NA,1,"2.20",NA,1,"1.94",NA,1,0,1,0,0,1,"Timer used body language to entice Scout to run to him.    Also, we only did one practice trial so as to conserve Scout's attention and energy."
41914,"annual_2023","2023-05-01",1,"Andrea's House",2,1,"3.87",NA,1,"3.47",NA,1,"3.62",NA,1,0,1,0,0,0,NA,3,1,"4.22",NA,1,"3.53",NA,1,"3.49",NA,1,0,1,0,0,0,NA
42061,"annual_2023","2023-04-30",0,"Back yard of home",3,1,"3.78",NA,1,"3.65",NA,1,"3.35",NA,0,0,1,0,0,0,NA,3,1,"1.68",NA,1,"1.78",NA,1,"1.76",NA,0,1,0,0,0,0,NA
42062,"annual_2023","2023-05-16",1,"400 m track at the local school.",4,1,"5.28",NA,1,"5.34",NA,1,"5.32",NA,1,0,1,0,0,0,NA,2,1,"4.01",NA,1,"3.96",NA,1,"3.87",NA,1,0,1,0,0,0,NA
42134,"annual_2023","2023-04-17",0,"my asphalt driveway",3,1,"3.40",NA,1,"3.50",NA,1,"3.27",NA,1,0,1,0,0,0,NA,4,1,"2.07",NA,1,"2.13",NA,1,"1.85",NA,1,0,1,0,0,0,NA
42165,"annual_2023","2023-05-17",0,"in my yard, grass",3,1,"4.76",NA,1,"4.41",NA,1,"4.66",NA,0,0,0,0,1,0,NA,3,1,"1.28",NA,1,"1.14",NA,1,"1.15",NA,1,0,0,0,0,0,NA
43283,"annual_2023","2023-05-07",0,"along side the garagae",3,1,"3.46",NA,1,"3.7",NA,1,"3.6",NA,0,0,0,0,1,0,NA,1,1,"2.03",NA,1,"1.78",NA,1,"1.78",NA,1,0,0,0,0,0,NA
43576,"annual_2023","2023-05-09",0,"Outside my house, concrete parking area.",3,1,"3.6",NA,1,"3.5",NA,1,"3.6",NA,1,0,0,0,0,0,NA,3,1,"2.5",NA,1,"2.6",NA,1,"2.6",NA,1,0,0,0,0,0,NA
43622,"annual_2022","2022-07-19",0,"Lesley's backyard, grass",2,1,"7.82",NA,1,"8.52",NA,1,"7.59",NA,1,0,1,0,0,0,NA,2,0,NA,"She would not run.  She would only jog (trot)",0,NA,"She would not run.  She would only jog (trot)",0,NA,"She would not run.  She would only jog (trot)",1,1,1,1,0,0,NA
43631,"annual_2023","2023-05-14",0,"driveway",1,1,"3.58",NA,1,"3.48",NA,1,"3.25",NA,0,0,1,0,0,0,NA,1,1,"2.21",NA,1,"2.25",NA,1,"1.57",NA,0,0,1,1,0,1,"chasing me"
