"dog_id","Sample_Year","DAP_Sample_ID","krt_cbc_total_wbcs","krt_cbc_abs_metamyelocytes","krt_cbc_abs_bands","krt_cbc_abs_neutrophils","krt_cbc_abs_lymphocytes","krt_cbc_abs_monocytes","krt_cbc_abs_eosinophils","krt_cbc_abs_basophils","krt_cbc_abs_other_cells","krt_cbc_rel_metamyelocytes","krt_cbc_rel_bands","krt_cbc_rel_neutrophils","krt_cbc_rel_lymphocytes","krt_cbc_rel_monocytes","krt_cbc_rel_eosinophils","krt_cbc_rel_basophils","krt_cbc_rel_other_cells","krt_cbc_rbc","krt_cbc_hgb","krt_cbc_hct","krt_cbc_pcv","krt_cbc_mcv","krt_cbc_mch","krt_cbc_mchc","krt_cbc_rdw","krt_cbc_plt","krt_cbc_mpv","krt_cbc_pct","krt_cbc_plt_quant","krt_cbc_plt_morph","krt_cbc_plt_morph_2","krt_cbc_plt_morph_num","krt_cbc_plt_morph_num_2","krt_cbc_nucleated_rbcs","krt_cbc_retic_per","krt_cbc_retic_abs","krt_cbc_rbc_morph","krt_cbc_rbc_morph_2","krt_cbc_rbc_morph_3","krt_cbc_rbc_morph_num","krt_cbc_rbc_morph_num_2","krt_cbc_rbc_morph_num_3","krt_cbc_wbc_morph","krt_cbc_wbc_morph_2","krt_cbc_wbc_morph_num","krt_cbc_hemoparasites","krt_cbc_test_comments"
36720,"precision_1","36720-precision_1-CBC",6.43,0,0,4.57,1.22,0.26,0.39,0,0,0,0,71,19,4,6,0,0,7.66,16.8,51.5,NA,67.2,21.9,32.6,12.7,NA,17.2,1.06,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.41,31.6,"Crenation","See Comments",NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate.Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
36829,"precision_1","36829-precision_1-CBC",4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56,18.2,56.3,NA,85.8,27.7,32.3,10.7,323,9.7,0.31,"Appear Adequate",NA,NA,NA,NA,NA,1.76,115.5,"Crenation","Polychromasia","See Comments","4+","1+",NA,"See Comments",NA,NA,"None Observed","Hemolysis is present in this sample; this affects the RBC indice results and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the hemolysis. If clinically indicated, repeat analysis on a new sample is recommended.Many of the WBCs in this sample are markedly deteriorated due to artifact (aging, temperature, mechanical rupture, etc.). These cells cannot be identified and an accurate differential cannot be obtained."
36879,"precision_1","36879-precision_1-CBC",7.25,0,0,4.64,1.81,0.29,0.51,0,0,0,0,64,25,4,7,0,0,6.67,15.1,45.8,NA,68.7,22.6,33,11.5,171,13.4,0.18,"Appear Adequate",NA,NA,NA,NA,NA,0.22,14.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Manual plt count performed"
36879,"precision_2","36879-precision_2-CBC",6.99,0,0,5.17,0.98,0.42,0.42,0,0,0,0,74,14,6,6,0,0,6.94,14.7,45.4,NA,65.4,21.2,32.4,14.2,281,10.1,0.28,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.34,23.7,"Crenation",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
37127,"precision_1","37127-precision_1-CBC",7.15,0,0,4.22,0.86,0.36,1.72,0,0,0,0,59,12,5,24,0,0,8.07,19.3,60.2,NA,74.6,23.9,32.1,12.5,229,18.2,0.42,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,1.17,94.2,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
37127,"precision_2","37127-precision_2-CBC",5.56,0,0,3.67,0.89,0.44,0.56,0,0,0,0,66,16,8,10,0,0,7.9,18.6,56.3,NA,71.3,23.5,33,12.7,258,14.7,0.38,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.16,91.5,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
37127,"precision_3","37127-precision_3-CBC",4.73,0,0,3.22,0.71,0.28,0.52,0,0,0,0,68,15,6,11,0,0,8.1,19.6,59.3,NA,73.2,24.2,33.1,13,290,17.3,0.5,"Appear Adequate",NA,NA,NA,NA,NA,0.93,75.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
37275,"precision_1","37275-precision_1-CBC",7.13,0,0,5.7,1.14,0.14,0.14,0,0,0,0,80,16,2,2,0,0,8.3,18.5,55.7,NA,67.1,22.3,33.2,12,396,8.5,0.34,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.47,38.8,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
37391,"precision_1","37391-precision_1-CBC",6.68,0,0,4.61,1,0.27,0.8,0,0,0,0,69,15,4,12,0,0,5.23,13.4,40.2,NA,76.9,25.6,33.3,12.5,415,11.1,0.46,"Appear Adequate",NA,NA,NA,NA,NA,0.75,39.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
37458,"precision_1","37458-precision_1-CBC",11.87,0,0,7.48,3.32,0.59,0.47,0,0,0,0,63,28,5,4,0,0,7.27,15.2,47,47,64.6,20.9,32.3,14,NA,12.7,0.72,"Appear Adequate","Clumped",NA,"Marked",NA,1,1.61,116.8,"See Comments",NA,NA,NA,NA,NA,"Reactive Lymphocytes",NA,"1+","None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate.Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. Lipemia is also present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended.There is a reticulocytosis without an apparent anemia. General considerations include early or resolving anemia from blood loss or hemolysis, cardiac or pulmonary disease. In addition, reticulocytosis without anemia has been associated with dogs on anti-inflammatory drugs and with osteoarthritis. Serial monitoring of these values may clarify the clinical significance of the reticulocytosis."
37458,"precision_2","37458-precision_2-CBC",11.49,0,0,7.24,3.56,0.34,0.34,0,0,0,0,63,31,3,3,0,0,7.24,16.6,50.3,NA,69.5,22.9,33,13.8,NA,10.6,0.64,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.7,123,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
37631,"precision_1","37631-precision_1-CBC",8.27,0,0,5.29,2.48,0,0.5,0,0,0,0,64,30,0,6,0,0,5.47,15.1,43.8,NA,80.1,27.6,34.5,11.9,430,11.6,0.5,"Appear Adequate",NA,NA,NA,NA,NA,0.58,31.6,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs.  Therefore, the automated data should be interpreted with slight caution in this case.  "
38367,"precision_1","38367-precision_1-CBC",4.06,0,0,2.56,1.02,0.16,0.32,0,0,0,0,63,25,4,8,0,0,5.55,13.1,39.6,NA,71.4,23.6,33.1,12.1,235,12.6,0.29,"Appear Adequate",NA,NA,NA,NA,NA,0.43,24.1,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
38367,"precision_2","38367-precision_2-CBC",4.47,0,0,2.82,1.16,0.27,0.22,0,0,0,0,63,26,6,5,0,0,6.35,15.7,48,NA,75.6,24.7,32.7,11.7,167,14.2,0.36,"Appear Adequate",NA,NA,NA,NA,NA,0.64,40.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Manual platelet count done"
38548,"precision_1","38548-precision_1-CBC",3.72,0,0,2.38,1,0.07,0.26,0,0,0,0,64,27,2,7,0,0,8.13,19.2,56.9,NA,70,23.6,33.7,12,262,7.2,0.19,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.49,39.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
38548,"precision_2","38548-precision_2-CBC",4.19,0,0,2.56,1.01,0.29,0.34,0,0,0,0,61,24,7,8,0,0,8.25,18.8,58.7,NA,71.2,22.8,32,12.6,343,11,0.38,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.38,31.3,"Unremarkable",NA,NA,NA,NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
38798,"precision_1","38798-precision_1-CBC",8.71,0,0,5.75,1.74,1.05,0.17,0,0,0,0,66,20,12,2,0,0,7.38,17.5,53.9,NA,73,23.7,32.5,12,326,10.5,0.34,"Appear Adequate",NA,NA,NA,NA,NA,1.26,93.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
38798,"precision_2","38798-precision_2-CBC",6.91,0,0,4.28,1.31,0.9,0.41,0,0,0,0,62,19,13,6,0,0,7.8,17.6,53,53,67.9,22.6,33.2,12.2,343,9.6,0.33,"Appear Adequate",NA,NA,NA,NA,NA,1.11,86.2,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
39028,"precision_1","39028-precision_1-CBC",6.38,0,0,4.02,1.34,0.38,0.64,0,0,0,0,63,21,6,10,0,0,8.39,20.2,60.9,NA,72.6,24.1,33.2,13.1,NA,15.1,0.31,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.14,95.7,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39028,"precision_2","39028-precision_2-CBC",7.03,0,0,4.85,1.2,0.42,0.56,0,0,0,0,69,17,6,8,0,0,7.85,19,57.4,NA,73.1,24.2,33.1,13.5,NA,14,0.24,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.73,57.4,NA,"Crenation",NA,NA,"4+",NA,"Unremarkable",NA,NA,"None Observed",NA
39075,"precision_1","39075-precision_1-CBC",4.17,0,0,2.88,0.92,0.13,0.25,0,0,0,0,69,22,3,6,0,0,7.04,17.5,51.9,NA,73.7,24.9,33.7,12.3,197,13.6,0.27,"Appear Adequate",NA,NA,NA,NA,NA,0.45,31.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39075,"precision_2","39075-precision_2-CBC",4.22,0,0,2.45,1.35,0.08,0.34,0,0,0,0,58,32,2,8,0,0,6.24,16.2,47.3,NA,75.8,26,34.2,13.4,224,9.7,0.22,"Appear Adequate",NA,NA,NA,NA,NA,0.39,24.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39126,"precision_1","39126-precision_1-CBC",6.52,0,0,4.63,1.5,0.2,0.2,0,0,0,0,71,23,3,3,0,0,7.77,18.6,55.3,NA,71.2,23.9,33.6,11.5,121,14.7,0.18,NA,"Clumped",NA,"Mild",NA,NA,1.07,82.8,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed","Platelet clumps are present on the smear and can falsely decrease both the automated and estimated platelet counts. The platelet count given should be considered a minimum. A new sample is required for an accurate platelet count."
39126,"precision_2","39126-precision_2-CBC",7.49,0,0,5.17,1.8,0.3,0.22,0,0,0,0,69,24,4,3,0,0,7.64,19.1,55.6,NA,72.8,25,34.4,11.9,332,13,0.43,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.77,58.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39352,"precision_1","39352-precision_1-CBC",10.12,0,0,7.59,2.13,0.1,0.3,0,0,0,0,75,21,1,3,0,0,7.39,17.5,55,55,74.4,23.7,31.8,11.4,264,11.1,0.29,"Appear Adequate",NA,NA,NA,NA,NA,0.31,23,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39352,"precision_2","39352-precision_2-CBC",7.59,0,0,5.31,1.44,0.08,0.76,0,0,0,0,70,19,1,10,0,0,7.78,17.4,57,57,73.3,22.4,30.5,12.2,364,12.7,0.46,"Appear Adequate",NA,NA,NA,NA,NA,0.86,67.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39370,"precision_1","39370-precision_1-CBC",5.54,0,0,2.83,1.88,0.39,0.44,0,0,0,0,51,34,7,8,0,0,8.1,20.8,59.5,NA,73.5,25.7,35,12,182,11.1,0.2,"Appear Adequate",NA,NA,NA,NA,NA,0.92,74.7,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39370,"precision_2","39370-precision_2-CBC",7.42,0,0,5.05,1.93,0.15,0.3,0,0,0,0,68,26,2,4,0,0,7.92,20.5,58.8,NA,74.2,25.9,34.9,11.9,NA,15.5,0.42,"Appear Adequate","Clumped",NA,"Marked",NA,1,0.46,36.7,"Crenation","Lipemia Artifacts Observed","See Comments","3+",NA,NA,"Unremarkable",NA,NA,"None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended.Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
39567,"precision_1","39567-precision_1-CBC",11.07,0,0,9.41,1.33,0.33,0,0,0,0,0,85,12,3,0,0,0,7.6,18.8,55.2,NA,72.6,24.7,34.1,11.3,426,6.8,0.29,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.5,38.2,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
39599,"precision_1","39599-precision_1-CBC",10.16,0,0,8.64,1.12,0.3,0.1,0,0,0,0,85,11,3,1,0,0,6.87,14.9,46.1,NA,67.1,21.7,32.3,12.3,405,10.3,0.42,"Appear Adequate",NA,NA,NA,NA,2,1.81,124.6,"Polychromasia",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed","There is a reticulocytosis without an apparent anemia. General considerations include early or resolving anemia from blood loss or hemolysis, cardiac or pulmonary disease. In addition, reticulocytosis without anemia has been associated with dogs on anti-inflammatory drugs and with osteoarthritis. Serial monitoring of these values may clarify the clinical significance of the reticulocytosis."
39634,"precision_1","39634-precision_1-CBC",8.05,0,0,5.07,2.25,0.16,0.56,0,0,0,0,63,28,2,7,0,0,6.33,16,51,51,80.6,25.3,31.4,11.9,306,9.5,0.29,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,1.07,67.8,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
39634,"precision_2","39634-precision_2-CBC",11.24,0,0,7.64,2.36,0.79,0.45,0,0,0,0,68,21,7,4,0,0,6.79,16.8,53.6,NA,78.9,24.7,31.3,12.3,NA,10.7,0.37,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,1.57,106.8,"Crenation","Polychromasia",NA,"1+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
39904,"precision_1","39904-precision_1-CBC",5.67,0,0,3.91,1.3,0.4,0.06,0,0,0,0,69,23,7,1,0,0,5.54,13,39.1,NA,70.6,23.5,33.2,13,396,9.6,0.38,"Appear Adequate",NA,NA,NA,NA,NA,0.83,46.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40204,"precision_1","40204-precision_1-CBC",8.05,0,0,4.99,2.01,0.32,0.72,0,0,0,0,62,25,4,9,0,0,7.42,18.5,55,NA,74.1,24.9,33.6,11.4,169,11,0.19,"Appear Adequate",NA,NA,NA,NA,NA,0.53,39.1,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40204,"precision_2","40204-precision_2-CBC",8.86,0,0,5.76,1.86,0.35,0.89,0,0,0,0,65,21,4,10,0,0,7.84,20,59.3,NA,75.6,25.5,33.7,11.8,184,13.6,0.25,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.85,66.4,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40204,"precision_3","40204-precision_3-CBC",8.08,0,0,4.52,2.1,0.32,1.13,0,0,0,0,56,26,4,14,0,0,7.83,19.7,59.4,NA,75.9,25.2,33.2,12.4,NA,14.9,0.08,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.28,100.2,"Crenation","Polychromasia",NA,"2+","1+",NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
40279,"precision_1","40279-precision_1-CBC",6.59,0,0,5.07,1.05,0.26,0.2,0,0,0,0,77,16,4,3,0,0,8.66,20.3,60.5,NA,69.9,23.4,33.6,12.9,229,11.2,0.26,"Appear Adequate",NA,NA,NA,NA,NA,0.96,82.7,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40279,"precision_2","40279-precision_2-CBC",6.11,0,0,4.22,1.28,0.49,0.12,0,0,0,0,69,21,8,2,0,0,8.98,20.8,63,NA,70.2,23.2,33,13.2,NA,11.4,0.29,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.93,83.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40279,"precision_3","40279-precision_3-CBC",7.7,0,0,5.54,1.46,0.46,0.23,0,0,0,0,72,19,6,3,0,0,7.88,18.4,54.9,NA,69.7,23.4,33.5,12.8,NA,12.2,0.36,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.67,53.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40343,"precision_1","40343-precision_1-CBC",15.89,0,0,12.24,1.91,0.79,0.95,0,0,0,0,77,12,5,6,0,0,8.94,17.9,53.5,NA,59.8,20,33.5,13.2,20,13.9,0.03,NA,"Clumped",NA,"Mild",NA,NA,1.25,111.5,NA,"Crenation",NA,NA,"4+",NA,"Unremarkable",NA,NA,"None Observed","Platelet clumps are present on the smear and can falsely decrease both the automated and estimated platelet counts. The platelet count given should be considered a minimum. The submission of a fresh slide prepared from the EDTA tube immediately after collection is also recommended. A new sample is required for an accurate platelet count."
40343,"precision_2","40343-precision_2-CBC",12.69,0,0,11.55,0.76,0,0.38,0,0,0,0,91,6,0,3,0,0,8.55,19,59.7,NA,69.8,22.2,31.8,12.7,NA,8.7,0.32,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.32,27.3,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40355,"precision_1","40355-precision_1-CBC",5.57,0,0,3.84,1.23,0.17,0.33,0,0,0,0,69,22,3,6,0,0,7.81,18.3,56.7,NA,72.6,23.4,32.3,12.6,472,11.9,0.56,"Appear Adequate",NA,NA,NA,NA,NA,1.68,131.5,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
40356,"precision_1","40356-precision_1-CBC",6.19,0,0,4.15,1.49,0.19,0.37,0,0,0,0,67,24,3,6,0,0,7.97,20.3,60.3,NA,75.7,25.5,33.7,12.2,NA,13.2,0.26,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.33,106.3,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
40356,"precision_2","40356-precision_2-CBC",6.23,0,0,4.98,0.81,0.25,0.19,0,0,0,0,80,13,4,3,0,0,8,20.7,61.4,NA,76.8,25.9,33.7,12.1,NA,14.8,0.29,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.96,76.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40386,"precision_1","40386-precision_1-CBC",5.49,0,0,3.79,0.88,0.33,0.49,0,0,0,0,69,16,6,9,0,0,6.47,17.5,50,NA,77.3,27,35,11.4,NA,17.8,0.18,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.76,49.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40859,"precision_1","40859-precision_1-CBC",7.27,0,0,5.02,1.6,0.29,0.36,0,0,0,0,69,22,4,5,0,0,8.04,18.8,57,NA,70.9,23.4,33,12.4,362,11.3,0.41,"Appear Adequate",NA,NA,NA,NA,NA,1.18,95,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
40859,"precision_2","40859-precision_2-CBC",4.7,0,0,2.87,1.13,0.42,0.28,0,0,0,0,61,24,9,6,0,0,7.45,19.4,55.1,NA,74,26,35.2,11.9,NA,11.5,0.47,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.56,116.3,"Crenation","Polychromasia",NA,"1+","1+",NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
41125,"precision_1","41125-precision_1-CBC",9.26,0,0,7.22,1.76,0.09,0.19,0,0,0,0,78,19,1,2,0,0,6.86,17.6,51.5,NA,75.1,25.7,34.2,11.5,236,13.1,0.31,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.71,48.8,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"Rare","None Observed",NA
41125,"precision_2","41125-precision_2-CBC",14.28,0,0,11.42,2.28,0.43,0.14,0,0,0,0,80,16,3,1,0,0,6.29,16.7,49.2,NA,78.2,26.6,33.9,11.7,236,17,0.4,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.79,49.6,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
41406,"precision_1","41406-precision_1-CBC",10.74,0,0,7.63,1.4,0.75,0.97,0,0,0,0,71,13,7,9,0,0,5.07,13.8,42,NA,82.8,27.2,32.9,13,315,15.4,0.49,"Appear Adequate","Enlarged",NA,"1+",NA,NA,1.41,71.5,"Crenation","See Comments",NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
41769,"precision_1","41769-precision_1-CBC",9.56,0,0,6.88,2.01,0.38,0.29,0,0,0,0,72,21,4,3,0,0,5.64,13.2,43,43,76.2,23.4,30.7,12.3,588,10.1,0.59,"Appear Increased","Clumped",NA,"Mild",NA,1,1.36,76.9,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
41928,"precision_1","41928-precision_1-CBC",6.92,0,0,4.29,2.01,0.21,0.42,0,0,0,0,62,29,3,6,0,0,6.28,14.9,44.6,NA,71,23.7,33.4,12.8,336,10.8,0.36,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.88,55,"Lipemia Artifacts Observed",NA,NA,NA,NA,NA,"Reactive Lymphocytes",NA,"1+","None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. "
41928,"precision_2","41928-precision_2-CBC",8.89,0,0,5.51,1.6,0.53,1.24,0,0,0,0,62,18,6,14,0,0,8.27,19.8,58.2,NA,70.4,23.9,34,15,NA,14.7,0.39,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.58,48.1,"Crenation",NA,NA,"4+",NA,NA,NA,"Reactive Lymphocytes",NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
41928,"precision_3","41928-precision_3-CBC",9.21,0,0,6.35,1.66,0.55,0.64,0,0,0,0,69,18,6,7,0,0,7.98,20,61,NA,76.4,25.1,32.8,11.9,NA,12,0.3,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.35,107.6,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42068,"precision_1","42068-precision_1-CBC",5.19,0,0,3.01,1.92,0.21,0.05,0,0,0,0,58,37,4,1,0,0,7.38,18.2,53.8,NA,72.9,24.7,33.8,12.3,211,8.7,0.18,"Appear Adequate",NA,NA,NA,NA,NA,0.7,51.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42183,"precision_1","42183-precision_1-CBC",7.42,0,0,5.57,1.19,0.3,0.37,0,0,0,0,75,16,4,5,0,0,6.7,16.1,48.4,NA,72.2,24,33.3,11.8,224,10.4,0.23,"Appear Adequate","Clumped",NA,"Moderate",NA,1,0.5,33.5,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42183,"precision_2","42183-precision_2-CBC",6.07,0,0,4.25,1.27,0.12,0.42,0,0,0,0,70,21,2,7,0,0,7.16,16.7,50.6,NA,70.7,23.3,33,11.6,NA,8.6,0.2,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.3,21.2,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
42183,"precision_3","42183-precision_3-CBC",6.62,0,0,4.37,1.66,0.26,0.33,0,0,0,0,66,25,4,5,0,0,7.34,18,53,NA,72.2,24.5,34,11.7,300,8.3,0.25,"Appear Adequate",NA,NA,NA,NA,NA,0.62,45.4,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42382,"precision_1","42382-precision_1-CBC",5.73,0,0,2.87,2.12,0.23,0.52,0,0,0,0,50,37,4,9,0,0,7.43,17.7,52.8,NA,71.1,23.8,33.5,12.4,320,7.4,0.24,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.94,69.8,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42382,"precision_2","42382-precision_2-CBC",6.18,0,0,3.77,1.98,0.31,0.12,0,0,0,0,61,32,5,2,0,0,7.22,17.1,51,NA,70.6,23.7,33.5,13.1,345,7.8,0.27,"Appear Adequate",NA,NA,NA,NA,NA,0.84,60.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42423,"precision_1","42423-precision_1-CBC",5.91,0,0,3.49,2.01,0.18,0.24,0,0,0,0,59,34,3,4,0,0,7.47,19,59,NA,79,25.4,32.2,13.1,109,23.1,0.25,NA,"Clumped",NA,"Moderate",NA,NA,1.25,93.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelet clumps are present on the smear and can falsely decrease both the automated and estimated platelet counts. The platelet count given should be considered a minimum. The submission of a fresh slide prepared from the EDTA tube immediately after collection is also recommended. A new sample is required for an accurate platelet count."
42423,"precision_2","42423-precision_2-CBC",7.26,0,0,4.79,1.89,0.36,0.22,0,0,0,0,66,26,5,3,0,0,7.33,18.7,57.1,NA,77.9,25.5,32.7,11.8,176,12.5,0.22,"Appear Adequate",NA,NA,NA,NA,NA,0.85,62.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
42423,"precision_3","42423-precision_3-CBC",7.36,0,0,4.93,1.69,0.59,0.15,0,0,0,0,67,23,8,2,0,0,7.54,20.1,58.3,NA,77.3,26.7,34.5,12.1,162,15,0.24,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.11,84,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
